Dates,17001,17003,17005,17007,17009,17011,17013,17015,17017,17019,17021,17023,17025,17027,17029,17031,17033,17035,17039,17037,17041,17043,17045,17047,17049,17051,17053,17055,17057,17059,17061,17063,17065,17067,17069,17071,17073,17075,17077,17079,17081,17083,17085,17087,17089,17091,17093,17095,17097,17099,17101,17103,17105,17107,17115,17117,17119,17121,17123,17125,17127,17109,17111,17113,17129,17131,17133,17135,17137,17139,17141,17143,17145,17147,17149,17151,17153,17155,17157,17159,17161,17165,17167,17169,17171,17173,17163,17175,17177,17179,17181,17183,17185,17187,17189,17191,17193,17195,17197,17199,17201,17203
20060107,462000,0,0,62000,3380,0,0,15100,0,211000,112000,987,0,0,26300,59500000,0,0,0,297000,6430,16500000,82300,0,117000,0,1960,136000,440000,0,89500,12600,0,0,0,0,31800,0,282000,0,300000,180,960,1140,7010000,932000,1020000,771000,12200000,1730000,0,12900,91100,161000,1050000,5410,596000,10800,0,10900,5180,184000,4570000,933000,1800,0,16800,48400,46100,3320,0,2910000,52300,3560,0,0,0,0,0,0,1480000,154000,426000,926,0,2430,772000,0,531000,1050000,72700,85100,13300,17500,48900,0,0,253000,12500000,691000,2430000,0
20060114,405000,0,0,60500,3200,0,0,4910,0,206000,113000,2590,0,0,29300,63200000,0,0,0,180000,5050,16000000,85700,0,127000,0,1560,127000,380000,0,78600,17000,0,0,0,0,28400,0,301000,0,248000,866,765,476,6610000,754000,809000,515000,12000000,1390000,0,18800,66800,167000,953000,8520,514000,15800,0,4540,4130,144000,4180000,819000,3810,0,14700,37600,57700,646,0,2700000,44800,4210,0,0,0,0,0,0,1300000,116000,322000,986,0,971,681000,0,554000,1040000,65200,77000,14200,18400,34300,0,0,243000,13000000,591000,2230000,0
20060121,402000,0,0,74300,4840,0,0,3580,0,323000,122000,2140,0,0,40900,57800000,0,0,0,235000,3060,15000000,72700,0,146000,0,1160,124000,351000,0,73000,21400,0,0,0,0,47100,0,298000,0,274000,500,1180,1480,6110000,805000,831000,540000,10800000,1470000,0,31500,82900,170000,979000,3230,526000,24900,0,4470,3430,181000,3890000,813000,3360,0,24300,35300,69400,5470,0,2650000,44000,2910,0,0,0,0,0,0,1400000,116000,375000,1670,0,1010,748000,0,517000,1050000,66100,85400,15900,28600,38600,0,0,260000,11800000,537000,2260000,0
20060128,444000,0,0,63800,3410,0,0,12700,0,230000,102000,967,0,0,38300,59100000,0,0,0,223000,4830,14700000,67000,0,141000,0,2530,124000,342000,0,81200,20700,0,0,0,0,32500,0,308000,0,258000,240,1030,1740,6050000,782000,734000,514000,10900000,1340000,0,29100,85100,166000,945000,5650,464000,16200,0,6820,4060,176000,3800000,800000,2760,0,23600,45400,59700,4370,0,2610000,46800,5850,0,0,0,0,0,0,1320000,128000,373000,1170,0,1980,658000,0,508000,1000000,62600,99100,15400,29000,35000,0,0,265000,11900000,531000,2140000,0
20060204,410000,0,0,66400,6220,0,0,4930,0,233000,134000,934,0,0,30700,64100000,0,0,0,250000,6830,16300000,87600,0,158000,0,1630,247000,344000,0,91100,21500,0,0,0,0,41900,0,451000,0,433000,2020,1600,191,6490000,975000,889000,580000,12000000,1450000,0,21300,91800,191000,1100000,7740,527000,21600,0,6710,4500,178000,4070000,880000,3760,0,20200,44300,61900,7570,0,2940000,94500,15100,0,0,0,0,0,0,1220000,186000,411000,906,0,1870,759000,0,546000,1090000,103000,106000,14600,25600,41100,0,0,277000,12700000,841000,2400000,0
20060211,446000,0,0,56300,7670,0,0,6210,0,206000,125000,720,0,0,27400,55500000,0,0,0,168000,8940,14200000,73700,0,143000,0,1650,150000,350000,0,82000,13300,0,0,0,0,34400,0,268000,0,255000,1050,2110,341,5840000,753000,765000,516000,10500000,1350000,0,14600,72900,169000,944000,7070,395000,9290,0,10900,4120,178000,3660000,773000,7910,0,10500,34900,50400,8800,0,2620000,53600,17500,0,0,0,0,0,0,1340000,120000,291000,1060,0,740,669000,0,442000,1030000,60800,68300,20600,19900,34900,0,0,255000,11300000,566000,2200000,0
20060218,387000,0,0,61100,4840,0,0,4730,0,191000,130000,312,0,0,30700,54500000,0,0,0,176000,5080,14200000,74200,0,140000,0,3100,137000,359000,0,85300,16500,0,0,0,0,24000,0,302000,0,301000,866,1370,597,5690000,776000,802000,535000,10400000,1330000,0,23400,77500,181000,984000,7350,444000,12000,0,7350,3000,152000,3740000,857000,3940,0,13900,46800,50300,6500,0,2700000,67000,11400,0,0,0,0,0,0,1160000,138000,293000,1000,0,520,728000,0,499000,1090000,66900,95500,8210,25100,34300,0,0,287000,11400000,584000,2260000,0
20060225,479000,0,0,80600,10500,0,0,7810,0,217000,128000,451,0,0,43000,58600000,0,0,0,224000,8140,15900000,93600,0,187000,0,1500,129000,349000,0,110000,15400,0,0,0,0,43500,0,280000,0,256000,526,1800,1620,6130000,877000,897000,600000,11300000,1430000,0,29700,88500,190000,1000000,4570,545000,21700,0,12500,4480,206000,3960000,931000,2240,0,21900,34700,67400,4020,0,2850000,67300,5790,0,0,0,0,0,0,1410000,116000,350000,1220,0,380,811000,0,536000,1120000,57800,112000,11400,27600,38100,0,0,306000,11900000,551000,2420000,0
20060304,470000,0,0,66100,4120,0,0,5780,0,252000,119000,2270,0,0,36100,60200000,0,0,0,206000,8220,15300000,103000,0,125000,0,1380,136000,344000,0,90300,20500,0,0,0,0,35200,0,321000,0,240000,220,1230,1710,6190000,804000,897000,656000,11100000,1500000,0,19400,76600,183000,978000,9150,558000,20800,0,5110,5690,192000,3870000,904000,868,0,19100,42300,70600,8990,0,2850000,52100,10000,0,0,0,0,0,0,1710000,139000,327000,1380,0,451,784000,0,544000,1160000,69500,90000,15900,34600,28800,0,0,251000,12100000,624000,2290000,0
20060311,469000,0,0,62100,6230,0,0,19500,0,225000,135000,620,0,0,31500,59300000,0,0,0,190000,8690,14300000,76100,0,136000,0,1860,168000,329000,0,73700,20500,0,0,0,0,44000,0,413000,0,331000,646,1190,240,5950000,768000,748000,552000,10800000,1340000,0,34000,79800,178000,872000,4390,424000,17300,0,9910,2890,187000,3730000,751000,2830,0,17200,31900,61500,9670,0,2630000,96500,13600,0,0,0,0,0,0,1520000,189000,350000,1020,0,720,714000,0,492000,1050000,107000,102000,16400,18100,53900,0,0,262000,11300000,734000,2240000,0
20060318,486000,0,0,75700,8370,0,0,15200,0,187000,152000,480,0,0,18600,59600000,0,0,0,136000,11100,15100000,101000,0,156000,0,2090,132000,327000,0,88400,11900,0,0,0,0,28000,0,295000,0,250000,1610,1680,1200,5980000,826000,813000,523000,11400000,1440000,0,17800,72200,185000,1020000,7720,430000,10400,0,14800,2300,146000,3910000,767000,1680,0,17300,37700,57400,8360,0,2820000,49500,11800,0,0,0,0,0,0,1280000,178000,430000,2450,0,720,676000,0,547000,1070000,85100,72200,18500,22200,45400,0,0,278000,12000000,593000,2250000,0
